Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Spindle Assembly Checkpoint Signaling (GO:0071173),9/26,7.467507946444196e-09,5.511020864475816e-06,0,0,21.051140456182477,393.9237707803604,CDC20;CENPF;BUB1B;TTK;BUB1;NDC80;ZWINT;SPC24;SPC25
GO_Biological_Process_2023,Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094),9/26,7.467507946444196e-09,5.511020864475816e-06,0,0,21.051140456182477,393.9237707803604,CDC20;CENPF;BUB1B;TTK;BUB1;NDC80;ZWINT;SPC24;SPC25
GO_Biological_Process_2023,Mitotic Spindle Checkpoint Signaling (GO:0071174),9/26,7.467507946444196e-09,5.511020864475816e-06,0,0,21.051140456182477,393.9237707803604,CDC20;CENPF;BUB1B;TTK;BUB1;NDC80;ZWINT;SPC24;SPC25
GO_Biological_Process_2023,Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841),9/28,1.578942815733356e-08,8.739448485084127e-06,0,0,18.83329752953813,338.3199485575926,CDC20;CENPF;BUB1B;TTK;BUB1;NDC80;ZWINT;SPC24;SPC25
GO_Biological_Process_2023,Protein Hydroxylation (GO:0018126),6/13,3.461441568530468e-07,0.0001532726326545291,0,0,33.89278470008693,504.2029785375629,P3H2;P3H1;P3H4;PLOD2;P3H3;PLOD1
GO_Biological_Process_2023,Mitotic Cell Cycle Phase Transition (GO:0044772),14/111,6.945355491066379e-07,0.0002562836176203494,0,0,5.774386225953874,81.88092654675798,CDKN1A;UBE2C;CDC25C;CDC25A;AURKA;CCNB1;WEE1;CCND1;CDK2;CDK1;TACC3;RCC1;NES;CDKN3
GO_Biological_Process_2023,Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),11/70,1.1970795367319432e-06,0.0003716715905455093,0,0,7.42782717421506,101.2830710143516,TGFB2;SPARC;CAV2;STAT1;CAV1;NR2F2;BRCA2;SULF1;B2M;THBS1;GDF5
GO_Biological_Process_2023,Mitotic G2/M Transition Checkpoint (GO:0044818),9/46,1.6894461032508949e-06,0.0003716715905455093,0,0,9.662217319360176,128.42159161523114,CDKN1A;DEPDC1B;ORC1;CHEK1;CDK1;NABP1;CLSPN;CDC6;TICRR
GO_Biological_Process_2023,Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850),10/59,1.7930494999806415e-06,0.0003716715905455093,0,0,8.118192062100913,107.41661128372452,CENPE;CCNB1;KIF4A;CDK1;TACC3;RCC1;BIRC5;TTK;NDC80;SPC25
GO_Biological_Process_2023,Platelet Aggregation (GO:0070527),8/35,1.8466068184284564e-06,0.0003716715905455093,0,0,11.751678358603002,155.14754683358325,PDGFRA;ACTN1;TLN1;CLIC1;MYL9;MYL12A;VCL;ACTG1
GO_Biological_Process_2023,Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),8/35,1.8466068184284564e-06,0.0003716715905455093,0,0,11.751678358603002,155.14754683358325,CDKN1A;CCNB1;CENPF;CCND1;CDK2;CDK1;CDC25C;CDC25A
GO_Biological_Process_2023,Positive Regulation Of Chromosome Segregation (GO:0051984),6/18,3.3667656638238045e-06,0.0005681753216455965,0,0,19.765720081135903,249.0788683723796,CCNB1;NCAPG2;CDK1;NCAPG;CDC6;NCAPH
GO_Biological_Process_2023,Regulation Of Endothelial Cell Proliferation (GO:0001936),12/93,3.3975964492640795e-06,0.0005681753216455965,0,0,5.907673587345045,74.39203879371583,BMP4;SPARC;ANGPT1;CAV2;STAT1;CAV1;WNT5A;VEGFC;NR2F2;SULF1;THBS1;VEGFA
GO_Biological_Process_2023,G2/M Transition Of Mitotic Cell Cycle (GO:0000086),8/38,3.5927978785177737e-06,0.0005681753216455965,0,0,10.574881194840462,132.57283674699335,CCNB1;WEE1;CDK2;CDK1;CDC25C;NES;CDC25A;AURKA
GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),41/766,4.02139875815809e-06,0.0005935584567041341,0,0,2.3183737388947447,28.803198903200595,YAP1;CDKN1A;TFRC;TGFB1I1;TTK;THBS1;ACTB;GPNMB;SIX4;PDGFC;NTF3;EMILIN1;TIMP1;E2F7;KLF10;PDGFRB;TFAP2A;PDGFRA;OSR2;TFAP2C;TGFB2;JAG1;NIBAN2;TSLP;STAT1;P3H2;P3H1;VEGFC;CDC6;P3H3;RUNX1;VEGFA;FOSL1;BMP4;BST1;CLCF1;CDK2;AGTR1;BIRC5;CALR;CDKN3
GO_Biological_Process_2023,Regulation Of Chromosome Segregation (GO:0051983),7/28,4.335415859804089e-06,0.0005999131696003909,0,0,13.197831978319783,162.97597565069157,CDCA2;NCAPG2;NCAPG;KIF2C;CDC6;BUB1;NCAPH
GO_Biological_Process_2023,Supramolecular Fiber Organization (GO:0097435),23/316,5.011583830680674e-06,0.0006516911556170642,0,0,3.1676370206785784,38.657077402781226,TGFB2;KRT80;TPM4;COL14A1;ACTN1;TPM2;TPM1;LOXL3;SHROOM3;P3H4;CNN2;CNN1;BMP1;KIF18B;PXDN;SERPINH1;KIF2C;EMILIN1;CD36;VIM;B2M;MYL9;DDR2
GO_Biological_Process_2023,Cell Cycle G2/M Phase Transition (GO:0044839),8/40,5.407836339801785e-06,0.0006516911556170642,0,0,9.912932790224032,120.22069317655084,CCNB1;WEE1;CDK2;CDK1;CDC25C;NES;CDC25A;AURKA
GO_Biological_Process_2023,Regulation Of Blood Coagulation (GO:0030193),7/29,5.592652193642376e-06,0.0006516911556170642,0,0,12.597283813747229,152.35226760769714,PLAU;CAV1;SERPINE1;PLAUR;EMILIN1;TFPI;THBS1
GO_Biological_Process_2023,Collagen Fibril Organization (GO:0030199),8/42,7.944231548166061e-06,0.0008794264323819831,0,0,9.328860668503657,109.54941239335317,TGFB2;BMP1;COL14A1;PXDN;LOXL3;SERPINH1;P3H4;DDR2
GO_Biological_Process_2023,Regulation Of Mitotic Nuclear Division (GO:0007088),9/56,9.312294301004765e-06,0.0009817818848773593,0,0,7.602518454190187,88.06890469291521,PDGFRB;BMP4;CCNB1;CDCA2;CAV2;CHEK1;RCC1;CDC25C;AURKA
GO_Biological_Process_2023,Regulation Of Bone Mineralization (GO:0030500),9/58,1.25238148252209e-05,0.0012151481980625,0,0,7.291461890878801,82.3051362047618,TFAP2A;BMP4;OSR2;ENPP1;TWIST1;ANO6;TENT5A;SGMS2;DDR2
GO_Biological_Process_2023,Peptidyl-Lysine Hydroxylation (GO:0017185),4/7,1.2623490765781256e-05,0.0012151481980625,0,0,52.51986531986532,592.4215143331189,P3H4;PLOD2;P3H3;PLOD1
GO_Biological_Process_2023,Homotypic Cell-Cell Adhesion (GO:0034109),8/46,1.609143593984787e-05,0.0014844349654509,0,0,8.345160252974596,92.10739765953886,PDGFRA;ACTN1;TLN1;CLIC1;MYL9;MYL12A;VCL;ACTG1
GO_Biological_Process_2023,Positive Regulation Of Protein Phosphorylation (GO:0001934),24/377,2.9235408383330327e-05,0.0025453319916979,0,0,2.740730579991054,28.613583460864,NIBAN1;CDKN1A;CEMIP;TGFB2;TFRC;ANGPT1;BDNF;CAV1;PLAUR;VEGFC;TTK;GDF6;GDF5;VEGFA;NTF4;BMP4;CENPE;GPNMB;CCND1;PDGFC;NTF3;BIRC5;CD44;DDR2
GO_Biological_Process_2023,Regulation Of Ossification (GO:0030278),7/37,3.104063404509717e-05,0.0025453319916979,0,0,9.234214092140922,95.8531131915017,BMP4;WNT5A;TWIST1;ENPP1;SGMS2;TENT5A;DDR2
GO_Biological_Process_2023,Negative Regulation Of Endothelial Cell Proliferation (GO:0001937),7/37,3.104063404509717e-05,0.0025453319916979,0,0,9.234214092140922,95.8531131915017,SPARC;CAV2;STAT1;CAV1;NR2F2;SULF1;THBS1
GO_Biological_Process_2023,Regulation Of Plasminogen Activation (GO:0010755),5/16,3.296107775374684e-05,0.0026062795052426,0,0,17.933382407066617,185.07579102273516,PLAU;SERPINE1;PLAUR;THBS1;RUNX1
GO_Biological_Process_2023,Extracellular Matrix Organization (GO:0030198),15/176,3.693969272421862e-05,0.0028201544721179,0,0,3.722858169498486,37.9963240313096,POSTN;TGFB2;COL14A1;LOXL3;P3H4;ADAMTS15;ADAMTS5;BMP1;CREB3L1;PXDN;SERPINH1;TGFBI;ADAMTS6;ADAMTS7;DDR2
GO_Biological_Process_2023,Positive Regulation Of Cell Cycle Process (GO:0090068),12/118,3.9642020112546425e-05,0.0029073750945782,0,0,4.508542869319283,45.69688128222236,PDGFRB;PLK4;SVIL;NCAPG2;MAP3K20;NCAPG;BIRC5;CDC6;NCAPH;NDC80;E2F7;AURKA
GO_Biological_Process_2023,Sprouting Angiogenesis (GO:0002040),8/52,4.070850403429309e-05,0.0029073750945782,0,0,7.204962044065914,72.83549117805816,BMP4;CCBE1;ANGPT1;VEGFC;PARVA;THBS1;E2F7;VEGFA
GO_Biological_Process_2023,Negative Regulation Of Angiogenesis (GO:0016525),10/86,5.541020662926003e-05,0.0038336936711619,0,0,5.226832418469487,51.22686081717628,TGFB2;SPARC;NIBAN2;STAT1;CREB3L1;SERPINE1;PGK1;EMILIN1;SULF1;THBS1
